shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP0002,34.9751355397994,138.384749293327,167
SHP0002,34.9750014677792,138.385084569454,168
SHP0002,34.9748981663866,138.385355472565,169
SHP0002,34.9748300314255,138.385516405106,170
SHP0002,34.9748366251314,138.385854363441,171
SHP0002,34.9747846380407,138.386199385975,172
SHP0002,34.9746761782875,138.38691920042,173
SHP0002,34.9746541992678,138.387093544006,174
SHP0002,34.9746563971698,138.387305438519,175
SHP0002,34.9746827719935,138.387549519539,176
SHP0002,34.9747245321309,138.387758731842,177
SHP0002,34.974867395759,138.388209342957,178
SHP0002,34.9744497943845,138.388321995735,179
SHP0002,34.9740190055983,138.388431966305,180
SHP0002,34.9736079979298,138.388531208038,181
SHP0002,34.9730035748878,138.388692140579,182
SHP0002,34.973060720339,138.388845026493,183
SHP0002,34.9728892839853,138.389046192169,184
SHP0002,34.9728519196518,138.389185667038,185
SHP0002,34.9727683993769,138.389204442501,186
SHP0002,34.9727068581217,138.389199078083,187
SHP0002,34.9726541084744,138.389164209366,188
SHP0002,34.9726035567291,138.389099836349,189
SHP0002,34.9723002462572,138.388528525829,190
SHP0002,34.9722804651394,138.388437330723,191
SHP0002,34.9722936525512,138.388338088989,192
SHP0002,34.9723266210808,138.388265669346,193
SHP0002,34.9723771728261,138.388214707375,194
SHP0002,34.9724255266695,138.388187885284,195
SHP0002,34.9724782763168,138.388187885284,196
SHP0002,34.9725134427483,138.388214707375,197
SHP0002,34.9725574007877,138.388273715973,198
SHP0002,34.9725859735134,138.388340771198,199
SHP0002,34.9725837756114,138.388426601887,200
SHP0002,34.9725552028858,138.388595581055,201
SHP0002,34.9725617965917,138.388638496399,202
SHP0002,34.9725771819055,138.388705551624,203
SHP0002,34.9725840078996,138.388718704413,204
